,CORN,COW.TO,CPER,GLD,USO,USO_mom_1m,USO_mom_3m,USO_mom_12m,GLD_mom_1m,GLD_mom_3m,GLD_mom_12m,CPER_mom_1m,CPER_mom_3m,CPER_mom_12m,CORN_mom_1m,CORN_mom_3m,CORN_mom_12m,COW.TO_mom_1m,COW.TO_mom_3m,COW.TO_mom_12m,CORN_ewma_1w_ewma_1m,CORN_ewma_1m,COW.TO_ewma_1w_ewma_1m,COW.TO_ewma_1m,CPER_ewma_1w_ewma_1m,CPER_ewma_1m,GLD_ewma_1w_ewma_1m,GLD_ewma_1m,USO_ewma_1w_ewma_1m,USO_ewma_1m,CORN_ewma_1w_1w,CORN,COW.TO_ewma_1w_1w,COW.TO,CPER_ewma_1w_1w,CPER,GLD_ewma_1w_1w,GLD,USO_ewma_1w_1w,USO,CORN_vol_1m,CORN_vol_3m,COW.TO_vol_1m,COW.TO_vol_3m,CPER_vol_1m,CPER_vol_3m,GLD_vol_1m,GLD_vol_3m,USO_vol_1m,USO_vol_3m,USD_Index,WTI_Oil,Copper_Spot,VIX,MOVE
2022-01-21,22.260000228881836,57.44032669067383,27.450000762939453,171.08999633789062,60.779998779296875,0.1439864023600146,0.03986309642334129,0.7276861356466433,0.012546576918221364,0.020336377689989638,-0.008806003517097372,0.023108492023721006,-0.0018181540749290237,0.2528526222779366,0.009523854833896284,0.08585366970155306,0.31872045826991036,-0.11956999037689842,-0.08061561528190697,0.11079974493333866,0.004319265173133084,0.0018162910900583462,-0.010854577385661196,-0.004932543474828219,0.0025929242860613312,0.0015492886529033336,0.0005310346026621261,0.0008681125437857566,0.002785053488687702,0.005596615716713644,0.004319265173133084,0.004319265173133084,-0.010854577385661196,-0.010854577385661196,0.0025929242860613312,0.0025929242860613312,0.0005310346026621261,0.0005310346026621261,0.002785053488687702,0.002785053488687702,0.17593563305291873,0.15994491744628075,0.40899271183070157,0.29202358072964163,0.21536490732843516,0.21712413982251327,0.11438647835645255,0.11242550086529467,0.2196816505352252,0.3767196702124268,114.6261,85.16,9782.3375,28.850000381469727,81.02999877929688
2022-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.6261,85.16,9782.3375,,
2022-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.6261,85.16,9782.3375,,
2022-01-24,22.350000381469727,57.07048034667969,27.100000381469727,172.02999877929688,60.11000061035156,0.13137585924923334,0.05641474513867473,0.6641750384242047,0.01810970903999043,0.023257219698251452,-0.012626970109570257,0.010063378998563133,0.010439995892302045,0.23687816386135818,0.013605494548269759,0.06226232932222042,0.3178066974031717,-0.12454170741906445,-0.07327868611792199,0.07850555952847826,0.00422722128137728,0.0020187313089499214,-0.009382649086382566,-0.0050694752032825,-0.00252154011459775,0.00024931069210158235,0.002185422646687972,0.0012886658338724759,-0.0018177420221380492,0.004085711283940624,0.00422722128137728,0.00422722128137728,-0.009382649086382566,-0.009382649086382566,-0.00252154011459775,-0.00252154011459775,0.002185422646687972,0.002185422646687972,-0.0018177420221380492,-0.0018177420221380492,0.17634500296474903,0.15179809492688273,0.4086050923293116,0.2910064668151308,0.2207050103355284,0.21284513562008883,0.11558913658288537,0.11280794960196794,0.22699858942348505,0.3733949649608622,115.2165,84.48,9782.3375,29.899999618530273,83.7699966430664
2022-01-25,22.399999618530273,57.810176849365234,27.18000030517578,172.5800018310547,60.970001220703125,0.11830522209801209,0.06219511498121966,0.6558935829995041,0.01895262919294627,0.02677296496297732,0.0027308187730890054,-0.0033003355730515382,0.0029520266634666115,0.2508053786354829,0.005837411679139981,0.055110697198380576,0.3333333711775539,-0.11319480034319207,-0.07454179269543082,0.07041168063619274,0.0035638482846342,0.0020385832164224777,-0.0019347309728289092,-0.0034303315253224153,-0.000697017855242963,0.0004950121440438581,0.0025226599459009505,0.0014621629893683337,0.003557209869227272,0.005014929681033106,0.0035638482846342,0.0035638482846342,-0.0019347309728289092,-0.0019347309728289092,-0.000697017855242963,-0.000697017855242963,0.0025226599459009505,0.0025226599459009505,0.003557209869227272,0.003557209869227272,0.17322636489657436,0.15094380245186145,0.4134337208729947,0.29072249310598147,0.21334466230466323,0.21191337432402646,0.11575927834190419,0.11293937075102393,0.2172300185656087,0.3740164428304456,115.1779,86.61,9782.3375,31.15999984741211,84.56999969482422
2022-01-26,22.56999969482422,57.79120635986328,27.170000076293945,169.7899932861328,61.68000030517578,0.12822393215685945,0.0792650683875411,0.647435966014551,0.006819223794156226,0.018841881216022482,-0.011987272296877016,0.004807661108175099,0.01229507905476801,0.2355616352474561,0.032479371667375245,0.05615343043823051,0.33156334388920405,-0.11348580669617736,-0.07806637833860208,0.05966156983412274,0.004905661939592863,0.0025431928557940885,-0.001399204442986051,-0.003148315148774953,-0.0005873205712602511,0.00041656322155852294,-0.0037070483416251636,-0.00014043954754491592,0.006253158611946173,0.005617668446155914,0.004905661939592863,0.004905661939592863,-0.001399204442986051,-0.001399204442986051,-0.0005873205712602511,-0.0005873205712602511,-0.0037070483416251636,-0.0037070483416251636,0.006253158611946173,0.006253158611946173,0.160742356220772,0.15110945858806313,0.4133816398447114,0.29057976735138424,0.2111798075641975,0.21099316011367641,0.12903364638666814,0.11639268580036694,0.21803302320140833,0.37441247830168106,115.1044,88.33,9782.3375,31.959999084472656,85.75
2022-01-27,22.40999984741211,58.293827056884766,26.920000076293945,167.60000610351562,61.86000061035156,0.1230936556627753,0.07526511251401091,0.636075069123099,-0.00587217661711581,0.00047756583700042654,-0.0032708166097664693,-0.0018538835125512243,0.002233784980602671,0.22698265364696968,0.020027334902562366,0.03462603902509298,0.3229043176449222,-0.12461450419723274,-0.07890482490431394,0.052433388278078086,0.0009074247581997586,0.0016675344503049477,0.0019662580352348513,-0.002071451681461169,-0.00345865536916056,-0.000457790249943269,-0.006770769273932757,-0.0013002369649088288,0.005141536698307769,0.005372270666599099,0.0009074247581997586,0.0009074247581997586,0.0019662580352348513,0.0019662580352348513,-0.00345865536916056,-0.00345865536916056,-0.006770769273932757,-0.006770769273932757,0.005141536698307769,0.005141536698307769,0.16292409171485694,0.14971801876775787,0.4051727364917066,0.290447686821406,0.21355336263828426,0.21184031771662462,0.1369754467234308,0.11890769811651987,0.2181739290267803,0.37427797772377086,115.9874,87.61,9782.3375,30.489999771118164,85.62000274658203
2022-01-28,22.75,58.0851936340332,26.399999618530273,167.10000610351562,61.970001220703125,0.12468244894432567,0.07717716905295768,0.6226761835325936,-0.015901041812226513,-0.00035892293179784485,-0.015958962923505293,-0.012715039472630196,-0.01197603679070025,0.17594649092892212,0.054705624565165145,0.060111881200438644,0.34139158184437934,-0.026232036688667693,-0.0645366921831998,0.04925726319213175,0.005662218244317074,0.0028951954290546544,0.00011783974335572544,-0.0022085012413649288,-0.008744607000563929,-0.0021722193420730344,-0.005508277331769458,-0.0014532420996846498,0.004020430701481074,0.0050455386703471515,0.005662218244317074,0.005662218244317074,0.00011783974335572544,0.00011783974335572544,-0.008744607000563929,-0.008744607000563929,-0.005508277331769458,-0.005508277331769458,0.004020430701481074,0.004020430701481074,0.154151699635883,0.1511627876904165,0.1910581537687911,0.28825057576721796,0.22208005309082082,0.21513663234043331,0.1345388906011692,0.11898167247332918,0.21779803340502113,0.37426718744599974,116.049,87.67,9782.3375,27.65999984741211,85.29000091552734
2022-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.049,87.67,9782.3375,,
2022-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.049,87.67,9782.3375,,
2022-01-31,22.610000610351562,58.796443939208984,26.5,168.08999633789062,62.47999954223633,0.14937451877692776,0.1290205885428526,0.6045198188420384,-0.016787612677039987,0.013995246459766797,-0.019997713672637918,-0.026093315265042216,-0.006374206067027766,0.16740084182131465,0.04967500693339799,0.06802080911044128,0.30618147359490044,-0.00879293863920616,-0.06466595249433071,0.03528550973679079,0.0017235390544760195,0.002072557724121859,0.004160209905726191,-0.0008945511075620137,-0.00456710690296819,-0.001630390920773368,-0.0016973390904904545,-0.0007825348731617216,0.005423540921029933,0.005335013460327197,0.0017235390544760195,0.0017235390544760195,0.004160209905726191,0.004160209905726191,-0.00456710690296819,-0.00456710690296819,-0.0016973390904904545,-0.0016973390904904545,0.005423540921029933,0.005423540921029933,0.15656338475907355,0.14899747522729226,0.19582844105333988,0.28822452582990643,0.21287136922932962,0.2152450287262436,0.13393197849859945,0.11833271303493505,0.20645633930520985,0.3657496624930196,115.5742,89.16,9782.3375,24.829999923706055,85.13999938964844
2022-02-01,22.889999389648438,60.256874084472656,27.040000915527344,168.22999572753906,62.529998779296875,0.1404340085920086,0.13856520145797568,0.5963748200752226,-0.0005941074224902199,0.0034595994761132953,-0.022373349968321743,0.0029674270686739224,0.02540766230455005,0.17821350834953265,0.0646511344022529,0.08896283973172259,0.33859642567335824,0.015827405307210496,-0.05332758872504162,0.06061258989721452,0.005276974904640733,0.003009947622380797,0.011053056452836905,0.001444839861039839,0.003747726410943747,0.0003703167119121789,-0.0008539315500476393,-0.0006356786546162931,0.003882441906310159,0.004922761680012961,0.005276974904640733,0.005276974904640733,0.011053056452836905,0.011053056452836905,0.003747726410943747,0.003747726410943747,-0.0008539315500476393,-0.0008539315500476393,0.003882441906310159,0.003882441906310159,0.15947823018996748,0.14974245149896945,0.21440641990800394,0.29157966371094973,0.22323087054394777,0.21781217067758973,0.12297262904044733,0.11617550116862385,0.20732650549647652,0.3652217599813702,115.3775,88.22,9943.175,21.959999084472656,85.22000122070312
2022-02-02,22.540000915527344,60.607749938964844,27.31999969482422,168.83999633789062,62.52000045776367,0.12466271426792153,0.10557031478774337,0.591649755618521,-0.004305071385249937,-0.0058878946158862355,-0.022407563114672957,0.002201007536265953,0.028227324373891527,0.17404379705155226,0.022686024465985666,0.08261293208043186,0.3594693015227153,-0.008070808747829727,-0.048746881760924565,0.08162711786866605,-0.001578834604910341,0.001346274781799587,0.009309704726176515,0.0018428545348412842,0.005950145637579426,0.0012780137463611438,0.0006393762834897627,-0.0002482540541453055,0.0025349958050789553,0.004460701854795105,-0.001578834604910341,-0.001578834604910341,0.009309704726176515,0.009309704726176515,0.005950145637579426,0.005950145637579426,0.0006393762834897627,0.0006393762834897627,0.0025349958050789553,0.0025349958050789553,0.15013984293486662,0.1518834217738786,0.18754333095385786,0.29185365090734233,0.22277139463406234,0.2182489531954107,0.12081315336653249,0.1133891616589115,0.20662068679555834,0.3609909183029015,115.1643,88.16,9943.175,22.09000015258789,84.8499984741211
2022-02-03,22.360000610351562,60.13359069824219,27.190000534057617,168.60000610351562,63.5099983215332,0.14576940234299363,0.11245398759478364,0.6297150713917097,-0.0027208769769365704,-0.010853569245227512,-0.0152444396238679,0.01835205082833924,0.009654668619957896,0.16645221608795824,0.02474797997616074,0.07500006877459264,0.33333333333333326,-0.001731618838168858,-0.058492448097261396,0.06939675807863432,-0.0037144951472035826,0.000497902871473254,0.0035986666833624907,0.0009641032678315704,0.0023806343999340247,0.0007292499443867866,-4.755124411973635e-05,-0.00035490425825379917,0.006968296715653444,0.005494719734977589,-0.0037144951472035826,-0.0037144951472035826,0.0035986666833624907,0.0035986666833624907,0.0023806343999340247,0.0023806343999340247,-4.755124411973635e-05,-4.755124411973635e-05,0.006968296715653444,0.006968296715653444,0.1484310530378687,0.15295561273859357,0.18291261270630058,0.2921376476172037,0.21063417022115027,0.21687897512056706,0.12046946911255986,0.11317450128430707,0.20701172174024796,0.36175346192554725,114.9175,90.17,9943.175,24.350000381469727,85.73999786376953
2022-02-04,22.559999465942383,60.408599853515625,27.450000762939453,168.86000061035156,64.91000366210938,0.14097388571813263,0.11971713464321487,0.6251879292429985,0.011198245737311874,-0.014186425191353935,-0.010721201036263839,0.032343008853569444,0.02578477309999827,0.17408048538353338,0.030607587710156814,0.07530981688179939,0.3508981098975399,0.00015694802595067614,-0.05372472949524543,0.06250578697646492,0.0005051673695377519,0.0012657746470684519,0.003923545591563298,0.0012922123714800564,0.004774538708390361,0.0015322587971973553,0.0004823254604718296,-0.00018245124662572983,0.011993483579480144,0.006999186786991768,0.0005051673695377519,0.0005051673695377519,0.003923545591563298,0.003923545591563298,0.004774538708390361,0.004774538708390361,0.0004823254604718296,0.0004823254604718296,0.011993483579480144,0.011993483579480144,0.1507183217637896,0.1530143159519108,0.1833822523651621,0.2923337518090262,0.2118141186217146,0.21725183085070218,0.11213999339826702,0.11275905439983096,0.2023274720941936,0.3629967748251811,115.1473,92.27,9943.175,23.219999313354492,87.68000030517578
2022-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1473,92.27,9943.175,,
2022-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1473,92.27,9943.175,,
2022-02-07,23.049999237060547,60.57930374145508,27.34000015258789,170.11000061035156,64.68000030517578,0.1413446690495903,0.14843751164153218,0.599011102230584,0.014068558034882717,-0.017556993319619907,0.011115044318418477,0.016734874419992884,0.04152381533668148,0.15115790116159533,0.04677560208377396,0.07911978363380623,0.3503221821409592,0.008525454652492881,-0.046393704475443,0.056049944532527096,0.007576727754600454,0.003125235908673673,0.0035576373827480388,0.0014316313345380076,0.0018472564395434342,0.0010286618067111934,0.0027890776382651894,0.000507097229781329,0.0068145159673954165,0.00604076805574033,0.007576727754600454,0.007576727754600454,0.0035576373827480388,0.0035576373827480388,0.0018472564395434342,0.0018472564395434342,0.0027890776382651894,0.0027890776382651894,0.0068145159673954165,0.0068145159673954165,0.16576448149681053,0.15479471930589653,0.1824627622941512,0.2922922553780749,0.2096196239535302,0.21380354398334428,0.11384266309124509,0.11158687351518735,0.20212397497817344,0.3578647870260634,115.0209,91.25,9943.175,22.860000610351562,87.44000244140625
2022-02-08,22.950000762939453,61.916446685791016,27.290000915527344,170.6300048828125,63.619998931884766,0.1328347418935476,0.13162571238893128,0.5558816307537184,0.014085406236479248,-0.020043592535286647,0.02585223955041749,0.025554313775973947,0.014121184328129255,0.1553767970320299,0.051787400729582656,0.07847744466201889,0.34210527783432276,0.040478066594596296,-0.0464043901873864,0.08427026939642368,0.0036050422567766474,0.0024467300316241593,0.009729292714143306,0.003308083338392176,0.0006219061854759821,0.0007688930676775463,0.0028783419839824007,0.0007388948157481924,-0.0009197875837322281,0.004001753261037796,0.0036050422567766474,0.0036050422567766474,0.009729292714143306,0.009729292714143306,0.0006219061854759821,0.0006219061854759821,0.0028783419839824007,0.0028783419839824007,-0.0009197875837322281,-0.0009197875837322281,0.1624663805670166,0.15487711964841347,0.19333192550148026,0.292288646633122,0.20587196750778802,0.2080154364110781,0.11384701253149543,0.1111589988188354,0.2106540477428228,0.35975563510282405,115.0999,89.32,9943.175,21.440000534057617,82.72000122070312
2022-02-09,23.280000686645508,62.4759521484375,28.260000228881836,171.2100067138672,64.16999816894531,0.10333559727133701,0.14630222746839627,0.5934938524832807,0.005402627658740444,-0.01857260126714866,0.029401149436676155,0.04550497635925055,0.03935269120292806,0.16776856768368287,0.06447186983562703,0.08128192959536129,0.3637961981747555,0.04010089508890902,-0.03963184226636551,0.11703928486878845,0.007196388559502287,0.003531489225563197,0.009498348308279081,0.0038288448073156723,0.012262647128571473,0.003930278153776177,0.003051954130596371,0.000980738780118749,0.002268497716338603,0.0044238728115325665,0.007196388559502287,0.007196388559502287,0.009498348308279081,0.009498348308279081,0.012262647128571473,0.012262647128571473,0.003051954130596371,0.003051954130596371,0.002268497716338603,0.002268497716338603,0.16762528690835482,0.15568944737559853,0.19315857519278343,0.2928820324826418,0.23300286199419384,0.21877352013308135,0.10667012598744396,0.11132013781590154,0.18167302176090375,0.3597352909143359,114.8329,89.57,9943.175,19.959999084472656,81.76000213623047
2022-02-10,23.059999465942383,62.46648025512695,28.149999618530273,170.55999755859375,63.959999084472656,0.08572397301206913,0.14071695082204116,0.6118951258205974,-0.0010542809463451874,-0.020783070785436064,0.021256231174910267,0.010409152972917113,0.04491459021847355,0.12106726142115165,0.05586077403071488,0.07405683295010168,0.35806832082548423,0.040929250723126476,-0.042225351529430744,0.08756898584498396,0.0016475177135775252,0.002351333479759996,0.00628169599660046,0.003466985404218176,0.006877615077214052,0.0032191211374782707,0.0007691159075890889,0.0005464388420692736,0.00042148411225408224,0.003724198638128245,0.0016475177135775252,0.0016475177135775252,0.00628169599660046,0.00628169599660046,0.006877615077214052,0.006877615077214052,0.0007691159075890889,0.0007691159075890889,0.00042148411225408224,0.00042148411225408224,0.17256302021918912,0.15696355035389956,0.19302809388040673,0.2928184738678581,0.2093338855417916,0.21805404008488657,0.10720258682930421,0.11151547061671162,0.1811782080838612,0.35991300012062044,114.5618,89.83,9943.175,23.90999984741211,88.5199966430664
2022-02-11,23.489999771118164,62.940635681152344,27.139999389648438,173.80999755859375,65.73999786376953,0.12819628191732035,0.16975083578862038,0.5925387550335892,0.021450363292964347,0.005146885259499578,0.025367253796851452,-0.01309093128551131,0.02183734696417372,0.05685354622750505,0.09154271707479378,0.10023416165864818,0.3617391171662703,0.03963017807125491,-0.037562204493656326,0.0968164720934015,0.007314018966241144,0.0038327596608334876,0.006717983248852209,0.003841855617776134,-0.007374665645015076,-0.0003352741558809698,0.006864370045570454,0.0022290242492932675,0.009557614407001399,0.005915623761616228,0.007314018966241144,0.007314018966241144,0.006717983248852209,0.006717983248852209,-0.007374665645015076,-0.007374665645015076,0.006864370045570454,0.006864370045570454,0.009557614407001399,0.009557614407001399,0.16901760714468764,0.1601653634192735,0.19251232166972643,0.2931991738145735,0.24073573250899535,0.22821159067674263,0.12504229332957617,0.11713336627139032,0.19055777051498143,0.3635019066521908,114.8489,93.1,9943.175,27.360000610351562,94.02999877929688
2022-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8489,93.1,9943.175,,
2022-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8489,93.1,9943.175,,
2022-02-14,23.65999984741211,61.87851333618164,27.389999389648438,174.74000549316406,66.36000061035156,0.10655326429178813,0.20654546564275567,0.5944258124310924,0.029881578233827755,0.0013753896456394354,0.03323090431786202,0.010701070261866397,0.0612165810305787,0.050230041018966,0.08382958910223293,0.10097720332274518,0.36447518103862286,0.0225669650047573,-0.04759841111015739,0.08321176393754226,0.007288387810194416,0.00414224746422144,-0.001146339828909283,0.0019585063812117315,-0.001845945045310311,0.0005326140541172302,0.0063598186964210005,0.0025128144082777063,0.009515454360418101,0.00623521562576489,0.007288387810194416,0.007288387810194416,-0.001146339828909283,-0.001146339828909283,-0.001845945045310311,-0.001845945045310311,0.0063598186964210005,0.0063598186964210005,0.009515454360418101,0.009515454360418101,0.16536677883308562,0.16025718623610138,0.20317388554431065,0.294800358328436,0.2373360894794776,0.22126573609406153,0.12504138750150307,0.11618805294695726,0.17138959330708478,0.3604037980894861,115.2008,95.52,9943.175,28.329999923706055,102.27999877929688
2022-02-15,23.059999465942383,62.77943420410156,27.6299991607666,173.0800018310547,64.27999877929688,0.07186922579394306,0.15715570948940805,0.5124705595128676,0.020097858778273414,-0.004944237083365888,0.024142022668962593,0.01955715025226623,0.05057034077141309,0.03251117056963926,0.05634445930073606,0.07807387208725824,0.32073314290433497,0.03761765071753542,-0.03527508337236451,0.09005936980338691,-0.003594165598208578,0.0014602911115636178,0.00408894363171548,0.003104052215007485,0.001690141254523021,0.0012807685813965451,0.0010732628058831618,0.001420754100689503,-0.004104433942179087,0.0028189041554795816,-0.003594165598208578,-0.003594165598208578,0.00408894363171548,0.00408894363171548,0.001690141254523021,0.001690141254523021,0.0010732628058831618,0.0010732628058831618,-0.004104433942179087,-0.004104433942179087,0.19377981632741972,0.16866003135027582,0.20831946156888514,0.29632850529082755,0.2389859829690222,0.21882700939807942,0.13061878512192893,0.11757775402491173,0.21219095578424552,0.36668563908518553,114.9357,92.07,9943.175,25.700000762939453,94.0
2022-02-16,23.309999465942383,63.016510009765625,27.649999618530273,174.86000061035156,63.540000915527344,0.04215187212349192,0.18148014796883327,0.4964673171357534,0.03229235043634704,0.013035165935020965,0.054516903189235855,0.030178817486492537,0.03287258669102444,0.05857575536516624,0.06730766039762637,0.08976157695558973,0.35052138799725197,0.04382657467937334,-0.018465287405822428,0.11203402516882899,0.0012176508875468457,0.00231310863406308,0.003984738795230876,0.0031651682974851384,0.0013680499951273892,0.0012301412082092343,0.0041435933544225695,0.0022265268598542203,-0.006573656427239845,0.0015160854688576761,0.0012176508875468457,0.0012176508875468457,0.003984738795230876,0.003984738795230876,0.0013680499951273892,0.0013680499951273892,0.0041435933544225695,0.0041435933544225695,-0.006573656427239845,-0.006573656427239845,0.1956061292141804,0.16972393495318694,0.2078880261216268,0.29525052714920785,0.23585851392343096,0.2160847258588711,0.1340870933815923,0.11833664516537494,0.2124303134256179,0.36113058860424624,114.6954,93.83,9943.175,24.290000915527344,92.73999786376953
2022-02-17,23.399999618530273,62.98805618286133,27.459999084472656,177.25,64.16999816894531,0.051105634248571175,0.1785123465530165,0.5533768103535923,0.03004415454400755,0.05043258403343298,0.09542057149970096,0.013658136943547339,0.02731012176348324,0.09402385128030577,0.054529024576431606,0.08383508351783986,0.35888504945427346,0.05445306533577243,-0.02943419432169947,0.10123252182281584,0.0020987707568615017,0.002453826985101965,0.002505982624628686,0.0028363775689341534,-0.0013785096075755482,0.0004936166608282646,0.007318420163206288,0.0032666674890287225,-0.001077447353022255,0.0022796204985445177,0.0020987707568615017,0.0020987707568615017,0.002505982624628686,0.002505982624628686,-0.0013785096075755482,-0.0013785096075755482,0.007318420163206288,0.007318420163206288,-0.001077447353022255,-0.001077447353022255,0.1899983952672205,0.16903536345616077,0.20303596774782204,0.2944087097188719,0.235785213779829,0.21656415307800755,0.1312974613811385,0.1121042715563772,0.21413556156432864,0.360893105555307,114.682,91.78,9943.175,28.110000610351562,96.16999816894531
2022-02-18,23.610000610351562,62.42854690551758,27.559999465942383,177.1199951171875,64.73999786376953,0.06726010594494714,0.1519572417241264,0.5945812881011696,0.031867179814768054,0.05882350794892788,0.09651455739309256,-0.0007251797613849753,0.021118921810224345,0.08632237107861118,0.07026297288910488,0.08451998685795648,0.3888235653147978,0.08006570704202476,-0.03481002318423121,0.07755034987711906,0.004390647673302966,0.003046606487018686,-0.0012902728094416154,0.0017709992737963002,0.00029488513177627717,0.0007798037471602343,0.004634461805442663,0.0029030199982002397,0.0022425854127160316,0.0028798959936034356,0.004390647673302966,0.004390647673302966,-0.0012902728094416154,-0.0012902728094416154,0.00029488513177627717,0.00029488513177627717,0.004634461805442663,0.004634461805442663,0.0022425854127160316,0.0022425854127160316,0.18862115546518227,0.16914742191371496,0.16470298828472793,0.29484890674978176,0.2275691152694825,0.21585339981842597,0.13077097380743363,0.11049592328706909,0.21271161141201347,0.35619410943236274,114.8036,91.26,9943.175,27.75,94.36000061035156
2022-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8036,91.26,9943.175,,
2022-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8036,91.26,9943.175,,
2022-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.8036,91.26,9943.175,,
2022-02-22,24.209999084472656,61.45176696777344,27.469999313354492,177.49000549316406,65.54000091552734,0.07831527199457322,0.17287043061500662,0.635637669445579,0.03740726689030893,0.06205128457971121,0.09285143458544787,0.0007285446214646552,0.005490469260828412,0.057351801284516446,0.08760102585537011,0.12083327115318032,0.4075580238715759,0.06983665498112357,-0.05158767632442163,0.07009611939322924,0.011398063557019056,0.00507990547223983,-0.006075637441295066,0.00018760236663281944,-0.0008919458861684043,0.0004120390499585974,0.0037859871577404225,0.002829021622212576,0.005614113054237673,0.003741466206665029,0.011398063557019056,0.011398063557019056,-0.006075637441295066,-0.006075637441295066,-0.0008919458861684043,-0.0008919458861684043,0.0037859871577404225,0.0037859871577404225,0.005614113054237673,0.005614113054237673,0.20287261135781134,0.1747958204707154,0.1747922544734582,0.29638487994310736,0.22724119896233425,0.2146303674444144,0.12961013350132036,0.11045228917556243,0.21499277199847613,0.35633518286614346,114.7054,92.11,9943.175,28.809999465942383,95.54000091552734
2022-02-23,24.34000015258789,60.408599853515625,27.1200008392334,178.2899932861328,66.23999786376953,0.10197965714813728,0.18539721899836614,0.6101117852820559,0.03638897024505061,0.06683819109205169,0.11001119851892271,0.0007380242613335142,-0.007320602409403021,0.0647821582395478,0.08903801955941182,0.12685183901518648,0.43345116659421445,0.058491175938212514,-0.07066844961525098,0.06095444919448667,0.00938861779515665,0.005106252817620922,-0.009708885060173858,-0.0013726687846912062,-0.004841669577185004,-0.0007837024054211131,0.0040264005286015925,0.0029815857720408814,0.007302893284576395,0.004372283255627649,0.00938861779515665,0.00938861779515665,-0.009708885060173858,-0.009708885060173858,-0.004841669577185004,-0.004841669577185004,0.0040264005286015925,0.0040264005286015925,0.007302893284576395,0.007302893284576395,0.2029212417216807,0.17489196915069333,0.18564590061185895,0.2980577787695347,0.2272345208808461,0.2161801864493439,0.12929868069351266,0.11065743217153082,0.20935690028601575,0.3566354316441347,114.6718,92.14,9943.175,31.020000457763672,95.1500015258789
2022-02-24,24.5,61.17675018310547,27.440000534057617,177.13999938964844,66.33999633789062,0.0880760211525804,0.33669141467157293,0.5402831856964883,0.026422514255491247,0.06167211812835527,0.11380789026412663,0.009565865561536713,0.04414002348187074,0.12551277598956223,0.09375001862645171,0.11974410145002956,0.44542766355316865,0.058234959953719745,-0.03635835187905734,0.09523472933245403,0.008450256925188896,0.005239642123769328,-0.002233953314812274,-9.188887918192295e-05,0.000705353085733207,0.00036021585066895557,0.0005342231957280452,0.002124156931853614,0.005371808472658575,0.004112042855009038,0.008450256925188896,0.008450256925188896,-0.002233953314812274,-0.002233953314812274,0.000705353085733207,0.000705353085733207,0.0005342231957280452,0.0005342231957280452,0.005371808472658575,0.005371808472658575,0.20296280017840362,0.17372066303974987,0.18547826318984437,0.29577933869561013,0.23065863668987316,0.2031245393031247,0.1322102058585592,0.11154986562852512,0.2066474407874516,0.2698076344264676,115.9478,92.77,9943.175,30.31999969482422,100.75
2022-02-25,23.3799991607666,63.2915153503418,27.440000534057617,176.5500030517578,65.80000305175781,0.06679641255183832,0.31154087010685405,0.480648179233093,0.039813946833915814,0.059596736439623044,0.10940055126858228,0.009937447810287159,0.03352170706486257,0.08975378083761543,0.03588832418673604,0.08542238472761055,0.34755035427763326,0.09517553511910326,-0.0007571640748411657,0.09657629284243918,-0.009604602039444108,0.0006074637517257372,0.01003340405193607,0.0030590209085103242,0.0004702353904888047,0.00032746895515359595,-0.0007540772762428446,0.0016282628271228647,0.0008679440870804385,0.0029982403514558663,-0.009604602039444108,-0.009604602039444108,0.01003340405193607,0.01003340405193607,0.0004702353904888047,0.0004702353904888047,-0.0007540772762428446,-0.0007540772762428446,0.0008679440870804385,0.0008679440870804385,0.26635253204941456,0.19516125962558092,0.21516529966217926,0.30390186222760324,0.23064362710368894,0.20220718396968174,0.11753622763788409,0.11178532376409504,0.2089089172360753,0.27073365894958573,115.2633,91.68,9943.175,27.59000015258789,93.33999633789062
2022-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.2633,91.68,9943.175,,
2022-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.2633,91.68,9943.175,,
